Date,Site,Plot,Subplot,Quadrat,Spp_name,Number,Grazing_value,DPM Height,Grazing activity,Quadrat under canopy,Biomass intensity,Dung presence,Longest_grass(m),Fencing,Treatment,
09/04/2025,F,2,Z3,5,Eragrostis rigidior,3,,4.4,,,,,,Unfenced,,
09/04/2025,F,2,Z3,5,,,,4.5,,,,,,Unfenced,,
09/04/2025,F,2,Z3,3,Mopane grass,6,,4.3,Y,Y,2,N,,Unfenced,,
09/04/2025,F,2,Z3,3,Eragrostis rigidior,,,4.6,,,,,,Unfenced,,
09/04/2025,F,2,Z3,3,Cynadon dactylon,,,4.7,,,,,,Unfenced,,
09/04/2025,F,2,Z3,3,,,,5,,,,,,Unfenced,,
09/04/2025,F,2,Z3,2,Chloris virgata,1,,6.1,Y,N,7,N,,Unfenced,,
09/04/2025,F,2,Z3,2,Digitaria erianthra,10,,6.3,,,,,,Unfenced,,
09/04/2025,F,2,Z3,2,Mopane grass,2,,7.8,,,,,,Unfenced,,
09/04/2025,F,2,Z3,2,Heteropogon  contortus,3,,9.4,,,,,,Unfenced,,
09/04/2025,F,2,Z3,2,Cynadon dactylon,6,,,,,,,,Unfenced,,
09/04/2025,F,2,Z3,1,Cynadon dactylon,8,,4.2,Y,N,4,N,,Unfenced,,
09/04/2025,F,2,Z3,1,Eragrostis rigidior,3,,4.1,,,,,,Unfenced,,
09/04/2025,F,2,Z3,1,Egyptium gigantum,2,,5,,,,,,Unfenced,,
09/04/2025,F,2,Z3,1,Digitaria erianthra,5,,5.4,,,,,,Unfenced,,
09/04/2025,F,2,Z1,4,Cynadon dactylon,6,,6.3,N,N,3.5,N,,Fenced,,
09/04/2025,F,2,Z1,4,Eragrostis curvula,1,,11.5,,,,,,Fenced,,
09/04/2025,F,2,Z1,4,Eragrostis rigidior,2,,9.2,,,,,,Fenced,,
09/04/2025,F,2,Z1,4,,,,8.8,,,,,,Fenced,,
09/04/2025,F,2,Z1,3,Chloris virgata,1,,12,N,N,6,N,,Fenced,,
09/04/2025,F,2,Z1,3,Eragrostis rigidior,3,,10.7,,,,,,Fenced,,
09/04/2025,F,2,Z1,3,Cynadon dactylon,10,,10.7,,,,,,Fenced,,
09/04/2025,F,2,Z1,3,Eragrostis viscosa,6,,10.4,,,,,,Fenced,,
09/04/2025,F,2,Z1,3,Setaria incressata,2,,,,,,,,Fenced,,
09/04/2025,F,2,Z1,5,Eragrostis rigidior,6,,8.1,N,Y,8,N,,Fenced,,
09/04/2025,F,2,Z1,5,Chloris virgata,2,,14.1,,,,,,Fenced,,
09/04/2025,F,2,Z1,5,Cynadon dactylon,3,,13.4,,,,,,Fenced,,
09/04/2025,F,2,Z1,5,Setaria incressata,4,,13.3,,,,,,Fenced,,
09/04/2025,F,2,Z1,5,Mopane grass,1,,,,,,,,Fenced,,
09/04/2025,F,2,Z1,2,Mopane grass,4,,11,N,Y,7,N,,Fenced,,
09/04/2025,F,2,Z1,2,Eragrostis rigidior,2,,12.4,,,,,,Fenced,,
09/04/2025,F,2,Z1,2,Panicum maximum,2,,11.7,,,,,,Fenced,,
09/04/2025,F,2,Z1,2,,,,10.9,,,,,,Fenced,,
09/04/2025,F,2,Z1,1,Mopane grass,2,,3.8,N,Y,3,N,,Fenced,,
09/04/2025,F,2,Z1,1,Eragrostis rigidior,2,,3.9,,,,,,Fenced,,
09/04/2025,F,2,Z1,1,Digitaria erianthra,3,,4,,,,,,Fenced,,
09/04/2025,F,2,Z1,1,Setaria incressata,1,,4,,,,,,Fenced,,
09/04/2025,F,2,Z2,2,Digitaria erianthra,9,,7.5,N,Y,4.5,N,,Fenced,,
09/04/2025,F,2,Z2,2,Setaria incressata,4,,7.1,,,,,,Fenced,,
09/04/2025,F,2,Z2,2,Mopane grass,1,,7.2,,,,,,Fenced,,
09/04/2025,F,2,Z2,2,,,,7.2,,,,,,Fenced,,
09/04/2025,F,2,Z2,5,Eragrostis rigidior,8,,7.5,N,N,6,N,,Fenced,,
09/04/2025,F,2,Z2,5,Egyptium gigantum,1,,7.9,,,,,,Fenced,,
09/04/2025,F,2,Z2,5,Mopane grass,1,,7.1,,,,,,Fenced,,
09/04/2025,F,2,Z2,5,Digitaria erianthra,2,,8.8,,,,,,Fenced,,
09/04/2025,F,2,Z2,4,Chloris virgata,1,,17.5,N,N,8,N,,Fenced,,
09/04/2025,F,2,Z2,4,Aristida ads,2,,20.7,,,,,,Fenced,,
09/04/2025,F,2,Z2,4,Cynadon dactylon,8,,20.5,,,,,,Fenced,,
09/04/2025,F,2,Z2,4,Eragrostis rigidior,1,,19.7,,,,,,Fenced,,
09/04/2025,F,2,Z2,4,Heteropogon  contortus,1,,,,,,,,Fenced,,
09/04/2025,F,2,Z2,4,Perotis petens,1,,,,,,,,Fenced,,
09/04/2025,F,2,Z2,3,Egyptium gigantum,1,,10.9,N,N,3.5,N,,Fenced,,
09/04/2025,F,2,Z2,3,Pogonarthria squarrosa,3,,7.6,,,,,,Fenced,,
09/04/2025,F,2,Z2,3,Digitaria erianthra,10,,7.3,,,,,,Fenced,,
09/04/2025,F,2,Z2,3,,,,8,,,,,,Fenced,,
09/04/2025,F,2,Z2,1,Digitaria erianthra,9,,9.1,N,Y,4,N,,Fenced,,
09/04/2025,F,2,Z2,1,Setaria incressata,2,,7.7,,,,,,Fenced,,
09/04/2025,F,2,Z2,1,Aristida ads,3,,7.4,,,,,,Fenced,,
09/04/2025,F,2,Z2,1,,,,8,,,,,,Fenced,,
09/04/2025,F,1,Z1,1,Digitaria erianthra,17,,4.9,N,Y,"1,5",N,,Fenced,,
09/04/2025,F,1,Z1,1,Aristida ads,3,,4.5,,,,,,Fenced,,
09/04/2025,F,1,Z1,1,,,,5.4,,,,,,Fenced,,
09/04/2025,F,1,Z1,1,,,,4.7,,,,,,Fenced,,
09/04/2025,F,1,Z1,4,Heteropogon  contortus,1,,6.9,N,Y,6,N,,Fenced,,
09/04/2025,F,1,Z1,4,Digitaria erianthra,12,,7.5,,,,,,Fenced,,
09/04/2025,F,1,Z1,4,Eragrostis rigidior,2,,7.8,,,,,,Fenced,,
09/04/2025,F,1,Z1,4,,,,8.4,,,,,,Fenced,,
09/04/2025,F,1,Z1,5,Digitaria erianthra,4,,5.2,N,Y,3.5,N,,Fenced,,
09/04/2025,F,1,Z1,5,Eragrostis rigidior,1,,6.1,,,,,,Fenced,,
09/04/2025,F,1,Z1,5,Pogonarthria squarrosa,1,,5.4,,,,,,Fenced,,
09/04/2025,F,1,Z1,5,,,,5.4,,,,,,Fenced,,
09/04/2025,F,1,Z1,2,Eragrostis superba,1,,4.6,N,Y,6,N,,Fenced,,
09/04/2025,F,1,Z1,2,Pogonarthria squarrosa,1,,4.8,,,,,,Fenced,,
09/04/2025,F,1,Z1,2,Eragrostis rigidior,4,,7.5,,,,,,Fenced,,
09/04/2025,F,1,Z1,2,Digitaria erianthra,1,,7.2,,,,,,Fenced,,
09/04/2025,F,1,Z1,3,Heteropogon  contortus,1,,7.5,N,N,4.5,N,,Fenced,,
09/04/2025,F,1,Z1,3,Eragrostis rigidior,1,,7.4,,,,,,Fenced,,
09/04/2025,F,1,Z1,3,Eragrostis superba,2,,7,,,,,,Fenced,,
09/04/2025,F,1,Z1,3,Eragrostis viscosa,1,,6.8,,,,,,Fenced,,
09/04/2025,F,1,Z1,3,Digitaria erianthra,1,,,,,,,,Fenced,,
09/04/2025,F,1,Z2,3,Digitaria erianthra,2,,10.4,N,Y,2,N,,Fenced,,
09/04/2025,F,1,Z2,3,Heteropogon  contortus,2,,10.3,,,,,,Fenced,,
09/04/2025,F,1,Z2,3,Aristida ads,1,,9.4,,,,,,Fenced,,
09/04/2025,F,1,Z2,3,,,,9.1,,,,,,Fenced,,
09/04/2025,F,1,Z2,2,Digitaria erianthra,1,,5.2,N,Y,2.5,N,,Fenced,,
09/04/2025,F,1,Z2,2,Heteropogon  contortus,2,,7.1,,,,,,Fenced,,
09/04/2025,F,1,Z2,2,Pogonarthria squarrosa,1,,7.7,,,,,,Fenced,,
09/04/2025,F,1,Z2,2,Eragrostis rigidior,2,,12,,,,,,Fenced,,
09/04/2025,F,1,Z2,5,Eragrostis rigidior,4,,4.2,N,Y,2.5,N,,Fenced,,
09/04/2025,F,1,Z2,5,Eragrostis superba,1,,4.6,,,,,,Fenced,,
09/04/2025,F,1,Z2,5,,,,5.9,,,,,,Fenced,,
09/04/2025,F,1,Z2,5,,,,6.4,,,,,,Fenced,,
09/04/2025,F,1,Z2,4,Bracharia negropedata,1,,2.4,N,Y,3,N,,Fenced,,
09/04/2025,F,1,Z2,4,Digitaria erianthra,4,,4.5,,,,,,Fenced,,
09/04/2025,F,1,Z2,4,Eragrostis viscosa,2,,5.1,,,,,,Fenced,,
09/04/2025,F,1,Z2,4,Eragrostis rigidior,1,,5.2,,,,,,Fenced,,
09/04/2025,F,1,Z2,4,Aristida congesta B,1,,,,,,,,Fenced,,
09/04/2025,F,1,Z2,4,Aristida ads,2,,,,,,,,Fenced,,
09/04/2025,F,1,Z2,1,Digitaria erianthra,7,,11.2,N,Y,6,N,,Fenced,,
09/04/2025,F,1,Z2,1,Heteropogon  contortus,3,,9,,,,,,Fenced,,
09/04/2025,F,1,Z2,1,Eragrostis superba,1,,9.1,,,,,,Fenced,,
09/04/2025,F,1,Z2,1,Eragrostis rigidior,1,,9.2,,,,,,Fenced,,
09/04/2025,F,1,Z2,1,Aristida ads,1,,,,,,,,Fenced,,
09/04/2025,F,1,Z3,2,Eragrostis superba,3,,8.3,N,Y,3,N,,Unfenced,,
09/04/2025,F,1,Z3,2,Eragrostis gummiflua,2,,7.4,,,,,,Unfenced,,
09/04/2025,F,1,Z3,2,,,,7.2,,,,,,Unfenced,,
09/04/2025,F,1,Z3,2,,,,7,,,,,,Unfenced,,
09/04/2025,F,1,Z3,3,Eragrostis gummiflua,13,,2.1,N,Y,5,N,,Unfenced,,
09/04/2025,F,1,Z3,3,,,,2.6,,,,,,Unfenced,,
09/04/2025,F,1,Z3,3,,,,3.2,,,,,,Unfenced,,
09/04/2025,F,1,Z3,3,,,,3.1,,,,,,Unfenced,,
09/04/2025,F,1,Z3,4,Eragrostis rigidior,1,,4.3,N,N,2,N,,Unfenced,,
09/04/2025,F,1,Z3,4,Aristida ads,1,,4,,,,,,Unfenced,,
09/04/2025,F,1,Z3,4,Bracharia negropedata,2,,3.5,,,,,,Unfenced,,
09/04/2025,F,1,Z3,4,Digitaria erianthra,3,,3.5,,,,,,Unfenced,,
09/04/2025,F,1,Z3,5,Eragrostis viscosa,8,,6.1,N,N,6,N,,Unfenced,,
09/04/2025,F,1,Z3,5,Eragrostis superba,3,,5.9,,,,,,Unfenced,,
09/04/2025,F,1,Z3,5,Eragrostis rigidior,3,,5.3,,,,,,Unfenced,,
09/04/2025,F,1,Z3,5,,,,4.9,,,,,,Unfenced,,
09/04/2025,F,1,Z3,1,Aristida diffusa,5,,0,N,Y,2.5,N,,Unfenced,,
09/04/2025,F,1,Z3,1,Aristida ads,2,,1.7,,,,,,Unfenced,,
09/04/2025,F,1,Z3,1,Mopane grass,2,,1.8,,,,,,Unfenced,,
09/04/2025,F,1,Z3,1,Heteropogon  contortus,2,,3.4,,,,,,Unfenced,,
09/04/2025,F,1,Z3,1,Eragrostis superba,3,,,,,,,,Unfenced,,
09/04/2025,F,1,Z4,2,Eragrostis superba,3,,2.2,N,Y,4,N,,Unfenced,,
09/04/2025,F,1,Z4,2,Pogonarthria squarrosa,1,,2.1,,,,,,Unfenced,,
09/04/2025,F,1,Z4,2,Heteropogon  contortus,1,,2.3,,,,,,Unfenced,,
09/04/2025,F,1,Z4,2,,,,4.4,,,,,,Unfenced,,
09/04/2025,F,1,Z4,1,Digitaria erianthra,4,,11.4,N,N,3.5,N,,Unfenced,,
09/04/2025,F,1,Z4,1,Eragrostis gummiflua,16,,9.8,,,,,,Unfenced,,
09/04/2025,F,1,Z4,1,Eragrostis viscosa,,,9.3,,,,,,Unfenced,,
09/04/2025,F,1,Z4,1,,,,9,,,,,,Unfenced,,
09/04/2025,F,1,Z4,5,Eragrostis viscosa,8,,3.6,N,Y,3.5,N,,Unfenced,,
09/04/2025,F,1,Z4,5,Eragrostis gummiflua,10,,4.4,,,,,,Unfenced,,
09/04/2025,F,1,Z4,5,,,,4.7,,,,,,Unfenced,,
09/04/2025,F,1,Z4,5,,,,4.8,,,,,,Unfenced,,
09/04/2025,F,1,Z4,3,Eragrostis gummiflua,21,,3.4,N,N,3.5,N,,Unfenced,,
09/04/2025,F,1,Z4,3,Eragrostis viscosa,3,,3.2,,,,,,Unfenced,,
09/04/2025,F,1,Z4,3,,,,4.4,,,,,,Unfenced,,
09/04/2025,F,1,Z4,3,,,,5.2,,,,,,Unfenced,,
09/04/2025,F,1,Z4,4,Eragrostis superba,1,,5.1,N,N,5,N,,Unfenced,,
09/04/2025,F,1,Z4,4,Eragrostis rigidior,1,,4.8,,,,,,Unfenced,,
09/04/2025,F,1,Z4,4,Eragrostis viscosa,1,,5,,,,,,Unfenced,,
09/04/2025,F,1,Z4,4,Eragrostis gummiflua,13,,4.2,,,,,,Unfenced,,
09/04/2025,F,1,Z4,4,Aristida diffusa,1,,,,,,,,Unfenced,,
10/04/2025,D,5,Z3,2,Aristida ads,2.4,,2.4,N,Y,0.5,N,,Fenced,THF,
10/04/2025,D,5,Z3,2,,,,2.4,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,2,,,,2.4,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,2,,,,2.4,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Aristida ads,8,,4.9,N,Y,6,N,,Fenced,THF,
10/04/2025,D,5,Z3,1,Eragrostis gummiflua,1,,4,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Setaria incressata,9,,4.3,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Mopane grass,2,,4.8,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Heteropogon  contortus,1,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,Heteropogon  contortus,7,,4,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,Cymbopogon excavatus,1,,6.1,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,,,,5.3,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,,,,8.3,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,4,Heteropogon  contortus,17,,10.5,N,N,4,N,,Fenced,THF,
10/04/2025,D,5,Z3,4,Eragrostis rigidior,2,,10.8,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,4,,,,10.9,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,4,,,,11.5,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Eragrostis rigidior,4,,26.6,N,Y,3.5,N,,Fenced,THF,
10/04/2025,D,5,Z3,5,Mopane grass,3,,20.2,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Heteropogon  contortus,1,,15.2,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Eragrostis viscosa,7,,13.5,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Aristida ads,1,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,Setaria incressata,6,,3.7,N,Y,3.5,N,,Fenced,THF,
10/04/2025,D,5,Z1,2,Heteropogon  contortus,5,,3.4,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,Bracharia brizantha,2,,4.2,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,Aristida ads,4,,4.6,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,D. gigantum,1,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,Heteropogon  contortus,3,,10.7,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,Bracharia negropedata,3,,16.6,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,Aristida ads,4,,21.6,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,,,,21.9,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,4,Heteropogon  contortus,2,,10.7,N,N,5.5,N,,Fenced,THF,
10/04/2025,D,5,Z1,4,Eragrostis viscosa,6,,16.6,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,4,Mopane grass,4,,21.6,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,4,,,,21.9,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,3,Pogonarthria squarrosa,26,,7.5,N,N,4,N,,Fenced,THF,
10/04/2025,D,5,Z1,3,Setaria incressata,2,,9.5,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,3,Eragrostis viscosa,4,,10.6,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,3,Diheteropogon anplactence,1,,9.6,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Enteropogon macrostachyus,8,,14.9,N,N,5,N,,Fenced,THF,
10/04/2025,D,5,Z1,5,Heteropogon contortus,4,,15.5,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Cymbopogon nardus,3,,15.5,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Aristida ads,2,,16.5,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Panicum maximum,1,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Bracharia brizantha,1,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z2,1,Heteropogon contortus,18,,11.7,N,N,6,N,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Bracharia brizantha,3,,11.4,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis viscosa,3,,8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis rigidior,1,,8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis gummiflua,5,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Setaria incressata,3,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Digitaria erianthra,3,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Bracharia brizantha,5,,5.4,N,Y,4,N,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Eragrostis viscosa,10,,5,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Aristida diffusa,3,,7.5,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Mopane grass,3,,5,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,5,Eragrostis rigidior,8,,6.6,N,N,3.5,N,,Unfenced,THF,
10/04/2025,D,5,Z2,5,Bracharia brizantha,12,,6.1,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,5,Mopane grass,3,,5.9,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,5,,,,5.9,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Mopane grass,3,,10.5,N,Y,5,N,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Setaria incressata,2,,7.9,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Bracharia brizantha,3,,8.7,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Aristida ads,3,,8.3,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Eragrostis cylindiflora,2,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Eragrostis cylindiflora,1,,2.3,N,N,3,N,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Eragrostis viscosa,12,,2.3,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Aristida diffusa,1,,3.9,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Perotis petens,8,,4.7,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Mopane grass,3,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,4,Mopane grass,3,,4.7,N,Y,3.5,N,,Unfenced,THF,
10/04/2025,D,5,Z4,4,Setaria incressata,1,,6.4,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,4,Eragrostis rigidior,1,,8.8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,4,,,,9.3,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,3,Mopane grass,2,,14.1,N,Y,5,N,,Unfenced,THF,
10/04/2025,D,5,Z4,3,Diheteropogon anplactence,3,,14.5,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,3,,,,13.3,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,3,,,,13.8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Mopane grass,9,,5.6,N,N,4,N,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Heteropogon contortus,8,,9.6,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Eragrostis gummiflua,2,,10.8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Eragrostis viscosa,1,,9.2,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Eragrostis viscosa,2,,6.8,N,N,2,N,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Cymbopogon nardus,1,,5.8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Aristida ads,2,,5,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Bracharia brizantha,3,,7.8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Mopane grass,1,,7.8,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Eragrostis gummiflua,4,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Eragrostis superba,1,,7.8,N,N,3,N,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Eragrostis viscosa,12,,5.7,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Heteropogon contortus,2,,6.5,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Aristida congesta B,5,,7.7,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Aristida diffusa,1,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Mopane grass,1,,,,,,,,Unfenced,THF,
10/04/2025,D,4,Z1,3,Heteropogon contortus,2,,2,N,N,2,N,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Aristida ads,4,,2,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Pogonarthria squarrosa,11,,2,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Setaria incressata,2,,2,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Perotis petens,1,,2,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Heteropogon contortus,6,,10.1,N,Y,4,N,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Setaria incressata,3,,7.5,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Eragrostis gummiflua,12,,8,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Eragrostis viscosa,1,,7,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Aristida ads,1,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Bracharia brizantha,2,,2.9,N,N,3.5,N,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Aristida ads,1,,4,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Eragrostis gummiflua,8,,5.1,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Setaria incressata,6,,5.2,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Mopane grass,4,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,1,Setaria incressata,10,,3.2,N,N,4,N,,Fenced,TFB,
10/04/2025,D,4,Z1,1,Panicum maximum,4,,4.6,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,1,Aristida ads,3,,5.6,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,1,,,,6.1,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Panicum maximum,1,,35.9,N,N,5,N,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Bracharia negropedata,4,,27.1,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Cymbopogon nardus,7,,24.3,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Heteropogon contortus,1,,24.6,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Setaria incressata,3,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Pogonarthria squarrosa,8,,1.7,N,N,1,N,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Setaria incressata,1,,1.7,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Mopane grass,3,,1.8,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Eragrostis gummiflua,2,,2.8,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Eragrostis superba,2,,27.9,N,N,2.5,N,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Sporobolus africanus,1,,18.9,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Mopane grass,2,,17.6,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Eragrostis gummiflua,1,,13.8,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Chloris virgata,2,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Setaria incressata,6,,18.5,N,N,5.5,N,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Heteropogon contortus,4,,17.4,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Diheteropogon anplactence,1,,17,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Mopane grass,1,,19.6,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Eragrostis gummiflua,5,,5.1,N,N,6,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Mopane grass,4,,16.1,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Diheteropogon anplactence,3,,25.4,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Heteropogon contortus,2,,28.9,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Heteropogon contortus,2,,9.6,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Diheteropogon anplactence,1,,8.9,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Setaria incressata,5,,8.9,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Aristida ads,2,,10.2,,,,,,Fenced,TFB,
10/04/2025,D,4,Z4,2,Heteropogon contortus,3,,5.1,N,N,4.5,N,,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Eragrostis gummiflua,4,,6.9,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Setaria incressata,2,,12,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Eragrostis superba,1,,13.5,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Mopane grass,3,,17.3,N,N,6,N,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Bracharia brizantha,8,,17.4,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Aristida ads,3,,18.3,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Panicum maximum,4,,19.5,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Heteropogon contortus,2,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Aristida diffusa,3,,6.3,N,Y,3,N,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Bracharia brizantha,3,,5.3,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Setaria incressata,2,,4.9,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Pogonarthria squarrosa,3,,8.3,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Mopane grass,12,,,,,,,,Unfenced,TFB,
