Date,Site,Plot,Subplot,Quadrat,Species_name,Number,DPM_Height,Fencing,Treatment,
09/04/2025,F,2,Z2,2,Setaria incressata,4,7.1,Fenced,F,
09/04/2025,F,2,Z2,2,Enteropogon macrostachyus,1,7.2,Fenced,F,
09/04/2025,F,2,Z2,2,,,7.2,Fenced,F,
09/04/2025,F,2,Z2,5,Eragrostis rigidior,8,7.5,Fenced,F,
09/04/2025,F,2,Z2,5,Dactyloctenium giganteum,1,7.9,Fenced,F,
09/04/2025,F,2,Z2,5,Enteropogon macrostachyus,1,7.1,Fenced,F,
09/04/2025,F,2,Z2,5,Digitaria erianthra,2,8.8,Fenced,F,
09/04/2025,F,2,Z2,4,Chloris virgata,1,17.5,Fenced,F,
09/04/2025,F,2,Z2,4,Aristida adscensionis,2,20.7,Fenced,F,
09/04/2025,F,2,Z2,4,Cynodon dactylon,8,20.5,Fenced,F,
09/04/2025,F,2,Z2,4,Eragrostis rigidior,1,19.7,Fenced,F,
09/04/2025,F,2,Z2,4,Heteropogon contortus,1,,Fenced,F,
09/04/2025,F,2,Z2,4,Perotis patens,1,,Fenced,F,
09/04/2025,F,2,Z2,3,Dactyloctenium giganteum,1,10.9,Fenced,F,
09/04/2025,F,2,Z2,3,Pogonarthria squarrosa ,3,7.6,Fenced,F,
09/04/2025,F,2,Z2,3,Digitaria erianthra,10,7.3,Fenced,F,
09/04/2025,F,2,Z2,3,,,8,Fenced,F,
09/04/2025,F,2,Z2,1,Digitaria erianthra,9,9.1,Fenced,F,
09/04/2025,F,2,Z2,1,Setaria incressata,2,7.7,Fenced,F,
09/04/2025,F,2,Z2,1,Aristida adscensionis,3,7.4,Fenced,F,
09/04/2025,F,2,Z2,1,,,8,Fenced,F,
16/04/2025,A,1,Z3,2,Panicum maximum,8,4.9,Unfenced,C,
16/04/2025,A,1,Z3,2,Chloris virgata,2,6.8,Unfenced,C,
16/04/2025,A,1,Z3,2,Eragrostis cylindriflora,1,6.2,Unfenced,C,
16/04/2025,A,1,Z3,2,,,1.6,Unfenced,C,
16/04/2025,A,1,Z3,3,Cymbopogon excavatus,5,17.3,Unfenced,C,
16/04/2025,A,1,Z3,3,Digitaria erianthra,4,16.7,Unfenced,C,
16/04/2025,A,1,Z3,3,,,16.9,Unfenced,C,
16/04/2025,A,1,Z3,3,,,14.2,Unfenced,C,
16/04/2025,A,1,Z3,4,Urochloa mosambicensis,10,13,Unfenced,C,
16/04/2025,A,1,Z3,4,Heteropogon contortus,2,20.7,Unfenced,C,
16/04/2025,A,1,Z3,4,Cymbopogon excavatus,1,20.8,Unfenced,C,
16/04/2025,A,1,Z3,4,,,22.3,Unfenced,C,
16/04/2025,A,1,Z3,1,Setaria sphacelata,1,28.9,Unfenced,C,
16/04/2025,A,1,Z3,1,Themeda triandra,5,23.2,Unfenced,C,
16/04/2025,A,1,Z3,1,Digitaria erianthra,3,19,Unfenced,C,
16/04/2025,A,1,Z3,1,Aristida adscensionis,1,16.1,Unfenced,C,
16/04/2025,A,1,Z3,1,Brachiaria serrata,1,,Unfenced,C,
16/04/2025,A,1,Z3,5,Heteropogon contortus,10,15.5,Unfenced,C,
16/04/2025,A,1,Z3,5,Digitaria erianthra,3,19.8,Unfenced,C,
16/04/2025,A,1,Z3,5,Setaria incressata,2,20,Unfenced,C,
16/04/2025,A,1,Z3,5,,,20.5,Unfenced,C,
16/04/2025,A,1,Z4,2,Heteropogon contortus,10,55.3,Unfenced,C,
16/04/2025,A,1,Z4,2,Urochloa mosambicensis,2,38.3,Unfenced,C,
16/04/2025,A,1,Z4,2,,,34.7,Unfenced,C,
16/04/2025,A,1,Z4,2,,,30.5,Unfenced,C,
16/04/2025,A,1,Z4,1,Hyparrhenia hirta,1,24.6,Unfenced,C,
16/04/2025,A,1,Z4,1,Bothriochloa insculpta,3,16.7,Unfenced,C,
16/04/2025,A,1,Z4,1,Digitaria erianthra,1,15.2,Unfenced,C,
16/04/2025,A,1,Z4,1,Urochloa mosambicensis,3,18.5,Unfenced,C,
16/04/2025,A,1,Z4,4,Urochloa mosambicensis,2,20.4,Unfenced,C,
16/04/2025,A,1,Z4,4,Heteropogon contortus,6,16.5,Unfenced,C,
16/04/2025,A,1,Z4,4,Miscanthus junceus,3,16.8,Unfenced,C,
16/04/2025,A,1,Z4,4,Setaria sphacelata,1,13.9,Unfenced,C,
16/04/2025,A,1,Z4,5,Hyparrhenia hirta,4,24.5,Unfenced,C,
16/04/2025,A,1,Z4,5,Urochloa mosambicensis,1,28.6,Unfenced,C,
16/04/2025,A,1,Z4,5,Enteropogon macrostachyus,1,28,Unfenced,C,
16/04/2025,A,1,Z4,5,,,26.5,Unfenced,C,
16/04/2025,A,1,Z4,3,Urochloa mosambicensis,3,41.7,Unfenced,C,
16/04/2025,A,1,Z4,3,Heteropogon contortus,3,34.5,Unfenced,C,
16/04/2025,A,1,Z4,3,Bothriochloa insculpta,3,26.7,Unfenced,C,
16/04/2025,A,1,Z4,3,Brachiaria serrata,2,25.3,Unfenced,C,
16/04/2025,A,1,Z4,3,Diheteropogon anplactence,1,,Unfenced,C,
16/04/2025,A,1,Z4,3,Themeda triandra,1,,Unfenced,C,
16/04/2025,A,1,Z2,3,Urochloa mosambicensis,8,29.9,Fenced,C,
16/04/2025,A,1,Z2,3,Bothriochloa insculpta,2,31.3,Fenced,C,
16/04/2025,A,1,Z2,3,Heteropogon contortus,6,28.1,Fenced,C,
16/04/2025,A,1,Z2,3,,,28,Fenced,C,
16/04/2025,A,1,Z2,4,Andropogon eucomas,3,21.3,Fenced,C,
16/04/2025,A,1,Z2,4,Hyperrhenia filipendula,3,21.6,Fenced,C,
16/04/2025,A,1,Z2,4,Setaria sphacelata,3,19.1,Fenced,C,
16/04/2025,A,1,Z2,4,Heteropogon contortus,1,20,Fenced,C,
16/04/2025,A,1,Z2,4,Brachiaria serrata,4,,Fenced,C,
16/04/2025,A,1,Z2,1,Urochloa mosambicensis,2,20.7,Fenced,C,
16/04/2025,A,1,Z2,1,Cymbopogon excavatus,5,19,Fenced,C,
16/04/2025,A,1,Z2,1,Setaria sphacelata,1,17.5,Fenced,C,
16/04/2025,A,1,Z2,1,,,3.5,Fenced,C,
16/04/2025,A,1,Z2,5,Hyperthelia dissoluta,3,28.2,Fenced,C,
16/04/2025,A,1,Z2,5,Hyperrhenia filipendula,3,24.9,Fenced,C,
16/04/2025,A,1,Z2,5,Setaria sphacelata,2,28,Fenced,C,
16/04/2025,A,1,Z2,5,,,32.1,Fenced,C,
16/04/2025,A,1,Z2,2,Diheteropogon anplactence,4,10.2,Fenced,C,
16/04/2025,A,1,Z2,2,Heteropogon contortus,2,12.2,Fenced,C,
16/04/2025,A,1,Z2,2,,,13.7,Fenced,C,
16/04/2025,A,1,Z2,2,,,11.8,Fenced,C,
16/04/2025,A,1,Z1,4,Heteropogon contortus,3,7.4,Fenced,C,
16/04/2025,A,1,Z1,4,Aristida adscensionis,3,6.2,Fenced,C,
16/04/2025,A,1,Z1,4,Urochloa mosambicensis,1,6.9,Fenced,C,
16/04/2025,A,1,Z1,4,Digitaria erianthra,2,12.8,Fenced,C,
16/04/2025,A,1,Z1,4,Setaria incressata,3,,Fenced,C,
16/04/2025,A,1,Z1,3,Hyperrhenia filipendula,1,26.5,Fenced,C,
16/04/2025,A,1,Z1,3,Urochloa mosambicensis,5,28.1,Fenced,C,
16/04/2025,A,1,Z1,3,Cymbopogon excavatus,2,25.9,Fenced,C,
16/04/2025,A,1,Z1,3,Setaria sphacelata,1,25.2,Fenced,C,
16/04/2025,A,1,Z1,5,Cymbopogon plurinodis,3,0,Fenced,C,
16/04/2025,A,1,Z1,5,,,0,Fenced,C,
16/04/2025,A,1,Z1,5,,,13.5,Fenced,C,
16/04/2025,A,1,Z1,5,,,15,Fenced,C,
16/04/2025,A,1,Z1,2,Diheteropogon anplactence,2,20,Fenced,C,
16/04/2025,A,1,Z1,2,Digitaria erianthra,4,17.6,Fenced,C,
16/04/2025,A,1,Z1,2,Heteropogon contortus,3,14.1,Fenced,C,
16/04/2025,A,1,Z1,2,,,12.8,Fenced,C,
16/04/2025,A,1,Z1,1,Diheteropogon anplactence,1,77.2,Fenced,C,
16/04/2025,A,1,Z1,1,Hyperthelia dissoluta,3,24.2,Fenced,C,
16/04/2025,A,1,Z1,1,Digitaria erianthra,2,18.8,Fenced,C,
16/04/2025,A,1,Z1,1,Urochloa mosambicensis,3,16.5,Fenced,C,
17/04/2025,B,1,Z1,4,Cymbopogon excavatus,1,7.6,Fenced,C,
10/04/2025,D,5,Z3,2,Aristida adscensionis,2.4,2.4,Fenced,THF,
10/04/2025,D,5,Z3,2,,,2.4,Fenced,THF,
10/04/2025,D,5,Z3,2,,,2.4,Fenced,THF,
10/04/2025,D,5,Z3,2,,,2.4,Fenced,THF,
10/04/2025,D,5,Z3,1,Aristida adscensionis,8,4.9,Fenced,THF,
10/04/2025,D,5,Z3,1,Eragrostis gummiflua,1,4,Fenced,THF,
10/04/2025,D,5,Z3,1,Setaria incressata,9,4.3,Fenced,THF,
10/04/2025,D,5,Z3,1,Enteropogon macrostachyus,2,4.8,Fenced,THF,
10/04/2025,D,5,Z3,1,Heteropogon contortus,1,,Fenced,THF,
10/04/2025,D,5,Z3,3,Heteropogon contortus,7,4,Fenced,THF,
10/04/2025,D,5,Z3,3,Cymbopogon excavatus,1,6.1,Fenced,THF,
10/04/2025,D,5,Z3,3,,,5.3,Fenced,THF,
10/04/2025,D,5,Z3,3,,,8.3,Fenced,THF,
10/04/2025,D,5,Z3,4,Heteropogon contortus,17,10.5,Fenced,THF,
10/04/2025,D,5,Z3,4,Eragrostis rigidior,2,10.8,Fenced,THF,
10/04/2025,D,5,Z3,4,,,10.9,Fenced,THF,
10/04/2025,D,5,Z3,4,,,11.5,Fenced,THF,
10/04/2025,D,5,Z3,5,Eragrostis rigidior,4,26.6,Fenced,THF,
10/04/2025,D,5,Z3,5,Enteropogon macrostachyus,3,20.2,Fenced,THF,
10/04/2025,D,5,Z3,5,Heteropogon contortus,1,15.2,Fenced,THF,
10/04/2025,D,5,Z3,5,Eragrostis viscosa,7,13.5,Fenced,THF,
10/04/2025,D,5,Z3,5,Aristida adscensionis,1,,Fenced,THF,
10/04/2025,D,5,Z1,2,Setaria incressata,6,3.7,Fenced,THF,
10/04/2025,D,5,Z1,2,Heteropogon contortus,5,3.4,Fenced,THF,
10/04/2025,D,5,Z1,2,Brachiaria brizantha,2,4.2,Fenced,THF,
10/04/2025,D,5,Z1,2,Aristida adscensionis,4,4.6,Fenced,THF,
10/04/2025,D,5,Z1,2,Dactyloctenium giganteum,1,,Fenced,THF,
10/04/2025,D,5,Z1,1,Heteropogon contortus,3,10.7,Fenced,THF,
10/04/2025,D,5,Z1,1,Brachiaria nigropedata,3,16.6,Fenced,THF,
10/04/2025,D,5,Z1,1,Aristida adscensionis,4,21.6,Fenced,THF,
10/04/2025,D,5,Z1,1,,,21.9,Fenced,THF,
10/04/2025,D,5,Z1,4,Heteropogon contortus,2,10.7,Fenced,THF,
10/04/2025,D,5,Z1,4,Eragrostis viscosa,6,16.6,Fenced,THF,
10/04/2025,D,5,Z1,4,Enteropogon macrostachyus,4,21.6,Fenced,THF,
10/04/2025,D,5,Z1,4,,,21.9,Fenced,THF,
10/04/2025,D,5,Z1,3,Pogonarthria squarrosa ,26,7.5,Fenced,THF,
10/04/2025,D,5,Z1,3,Setaria incressata,2,9.5,Fenced,THF,
10/04/2025,D,5,Z1,3,Eragrostis viscosa,4,10.6,Fenced,THF,
10/04/2025,D,5,Z1,3,Diheteropogon anplactence,1,9.6,Fenced,THF,
10/04/2025,D,5,Z1,5,Enteropogon macrostachyus,8,14.9,Fenced,THF,
10/04/2025,D,5,Z1,5,Heteropogon contortus,4,15.5,Fenced,THF,
10/04/2025,D,5,Z1,5,Cymbopogon nardus,3,15.5,Fenced,THF,
10/04/2025,D,5,Z1,5,Aristida adscensionis,2,16.5,Fenced,THF,
10/04/2025,D,5,Z1,5,Panicum maximum,1,,Fenced,THF,
10/04/2025,D,5,Z1,5,Brachiaria brizantha,1,,Fenced,THF,
10/04/2025,D,5,Z2,1,Heteropogon contortus,18,11.7,Unfenced,THF,
10/04/2025,D,5,Z2,1,Brachiaria brizantha,3,11.4,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis viscosa,3,8,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis rigidior,1,8,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis gummiflua,5,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Setaria incressata,3,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Digitaria erianthra,3,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Brachiaria brizantha,5,5.4,Unfenced,THF,
10/04/2025,D,5,Z2,2,Eragrostis viscosa,10,5,Unfenced,THF,
10/04/2025,D,5,Z2,2,Aristida diffusa,3,7.5,Unfenced,THF,
10/04/2025,D,5,Z2,2,Enteropogon macrostachyus,3,5,Unfenced,THF,
10/04/2025,D,5,Z2,5,Eragrostis rigidior,8,6.6,Unfenced,THF,
10/04/2025,D,5,Z2,5,Brachiaria brizantha,12,6.1,Unfenced,THF,
10/04/2025,D,5,Z2,5,Enteropogon macrostachyus,3,5.9,Unfenced,THF,
10/04/2025,D,5,Z2,5,,,5.9,Unfenced,THF,
10/04/2025,D,5,Z2,4,Enteropogon macrostachyus,3,10.5,Unfenced,THF,
10/04/2025,D,5,Z2,4,Setaria incressata,2,7.9,Unfenced,THF,
10/04/2025,D,5,Z2,4,Brachiaria brizantha,3,8.7,Unfenced,THF,
10/04/2025,D,5,Z2,4,Aristida adscensionis,3,8.3,Unfenced,THF,
10/04/2025,D,5,Z2,4,Eragrostis cylindriflora,2,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Eragrostis cylindriflora,1,2.3,Unfenced,THF,
10/04/2025,D,5,Z2,3,Eragrostis viscosa,12,2.3,Unfenced,THF,
10/04/2025,D,5,Z2,3,Aristida diffusa,1,3.9,Unfenced,THF,
10/04/2025,D,5,Z2,3,Perotis patens,8,4.7,Unfenced,THF,
10/04/2025,D,5,Z2,3,Enteropogon macrostachyus,3,,Unfenced,THF,
10/04/2025,D,5,Z4,4,Enteropogon macrostachyus,3,4.7,Unfenced,THF,
10/04/2025,D,5,Z4,4,Setaria incressata,1,6.4,Unfenced,THF,
10/04/2025,D,5,Z4,4,Eragrostis rigidior,1,8.8,Unfenced,THF,
10/04/2025,D,5,Z4,4,,,9.3,Unfenced,THF,
10/04/2025,D,5,Z4,3,Enteropogon macrostachyus,2,14.1,Unfenced,THF,
10/04/2025,D,5,Z4,3,Diheteropogon anplactence,3,14.5,Unfenced,THF,
10/04/2025,D,5,Z4,3,,,13.3,Unfenced,THF,
10/04/2025,D,5,Z4,3,,,13.8,Unfenced,THF,
10/04/2025,D,5,Z4,5,Enteropogon macrostachyus,9,5.6,Unfenced,THF,
10/04/2025,D,5,Z4,5,Heteropogon contortus,8,9.6,Unfenced,THF,
10/04/2025,D,5,Z4,5,Eragrostis gummiflua,2,10.8,Unfenced,THF,
10/04/2025,D,5,Z4,5,Eragrostis viscosa,1,9.2,Unfenced,THF,
10/04/2025,D,5,Z4,1,Eragrostis viscosa,2,6.8,Unfenced,THF,
10/04/2025,D,5,Z4,1,Cymbopogon nardus,1,5.8,Unfenced,THF,
10/04/2025,D,5,Z4,1,Aristida adscensionis,2,5,Unfenced,THF,
10/04/2025,D,5,Z4,1,Brachiaria brizantha,3,7.8,Unfenced,THF,
10/04/2025,D,5,Z4,1,Enteropogon macrostachyus,1,7.8,Unfenced,THF,
10/04/2025,D,5,Z4,1,Eragrostis gummiflua,4,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Eragrostis superba,1,7.8,Unfenced,THF,
10/04/2025,D,5,Z4,2,Eragrostis viscosa,12,5.7,Unfenced,THF,
10/04/2025,D,5,Z4,2,Heteropogon contortus,2,6.5,Unfenced,THF,
10/04/2025,D,5,Z4,2,Aristida congesta B,5,7.7,Unfenced,THF,
10/04/2025,D,5,Z4,2,Aristida diffusa,1,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Enteropogon macrostachyus,1,,Unfenced,THF,
10/04/2025,D,4,Z1,3,Heteropogon contortus,2,2,Fenced,TFB,
10/04/2025,D,4,Z1,3,Aristida adscensionis,4,2,Fenced,TFB,
10/04/2025,D,4,Z1,3,Pogonarthria squarrosa ,11,2,Fenced,TFB,
10/04/2025,D,4,Z1,3,Setaria incressata,2,2,Fenced,TFB,
10/04/2025,D,4,Z1,3,Perotis patens,1,2,Fenced,TFB,
10/04/2025,D,4,Z1,5,Heteropogon contortus,6,10.1,Fenced,TFB,
10/04/2025,D,4,Z1,5,Setaria incressata,3,7.5,Fenced,TFB,
10/04/2025,D,4,Z1,5,Eragrostis gummiflua,12,8,Fenced,TFB,
10/04/2025,D,4,Z1,5,Eragrostis viscosa,1,7,Fenced,TFB,
10/04/2025,D,4,Z1,5,Aristida adscensionis,1,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Brachiaria brizantha,2,2.9,Fenced,TFB,
10/04/2025,D,4,Z1,2,Aristida adscensionis,1,4,Fenced,TFB,
10/04/2025,D,4,Z1,2,Eragrostis gummiflua,8,5.1,Fenced,TFB,
10/04/2025,D,4,Z1,2,Setaria incressata,6,5.2,Fenced,TFB,
10/04/2025,D,4,Z1,2,Enteropogon macrostachyus,4,,Fenced,TFB,
10/04/2025,D,4,Z1,1,Setaria incressata,10,3.2,Fenced,TFB,
10/04/2025,D,4,Z1,1,Panicum maximum,4,4.6,Fenced,TFB,
10/04/2025,D,4,Z1,1,Aristida adscensionis,3,5.6,Fenced,TFB,
10/04/2025,D,4,Z1,1,,,6.1,Fenced,TFB,
10/04/2025,D,4,Z1,4,Panicum maximum,1,35.9,Fenced,TFB,
10/04/2025,D,4,Z1,4,Brachiaria nigropedata,4,27.1,Fenced,TFB,
10/04/2025,D,4,Z1,4,Cymbopogon nardus,7,24.3,Fenced,TFB,
10/04/2025,D,4,Z1,4,Heteropogon contortus,1,24.6,Fenced,TFB,
10/04/2025,D,4,Z1,4,Setaria incressata,3,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Pogonarthria squarrosa ,8,1.7,Fenced,TFB,
10/04/2025,D,4,Z3,4,Setaria incressata,1,1.7,Fenced,TFB,
10/04/2025,D,4,Z3,4,Enteropogon macrostachyus,3,1.8,Fenced,TFB,
10/04/2025,D,4,Z3,4,Eragrostis gummiflua,2,2.8,Fenced,TFB,
10/04/2025,D,4,Z3,3,Eragrostis superba,2,27.9,Fenced,TFB,
10/04/2025,D,4,Z3,3,Sporobolus africanus,1,18.9,Fenced,TFB,
10/04/2025,D,4,Z3,3,Enteropogon macrostachyus,2,17.6,Fenced,TFB,
10/04/2025,D,4,Z3,3,Eragrostis gummiflua,1,13.8,Fenced,TFB,
10/04/2025,D,4,Z3,3,Chloris virgata,2,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Setaria incressata,6,18.5,Fenced,TFB,
10/04/2025,D,4,Z3,5,Heteropogon contortus,4,17.4,Fenced,TFB,
10/04/2025,D,4,Z3,5,Diheteropogon anplactence,1,17,Fenced,TFB,
10/04/2025,D,4,Z3,5,Enteropogon macrostachyus,1,19.6,Fenced,TFB,
10/04/2025,D,4,Z3,2,Eragrostis gummiflua,5,5.1,Fenced,TFB,
10/04/2025,D,4,Z3,2,Enteropogon macrostachyus,4,16.1,Fenced,TFB,
10/04/2025,D,4,Z3,2,Diheteropogon anplactence,3,25.4,Fenced,TFB,
10/04/2025,D,4,Z3,2,Heteropogon contortus,2,28.9,Fenced,TFB,
10/04/2025,D,4,Z3,1,Heteropogon contortus,2,9.6,Fenced,TFB,
10/04/2025,D,4,Z3,1,Diheteropogon anplactence,1,8.9,Fenced,TFB,
10/04/2025,D,4,Z3,1,Setaria incressata,5,8.9,Fenced,TFB,
10/04/2025,D,4,Z3,1,Aristida adscensionis,2,10.2,Fenced,TFB,
10/04/2025,D,4,Z4,2,Heteropogon contortus,3,5.1,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Eragrostis gummiflua,4,6.9,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Setaria incressata,2,12,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Eragrostis superba,1,13.5,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Enteropogon macrostachyus,3,17.3,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Brachiaria brizantha,8,17.4,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Aristida adscensionis,3,18.3,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Panicum maximum,4,19.5,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Heteropogon contortus,2,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Aristida diffusa,3,6.3,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Brachiaria brizantha,3,5.3,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Setaria incressata,2,4.9,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Pogonarthria squarrosa ,3,8.3,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Enteropogon macrostachyus,12,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Heteropogon contortus,1,,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Melinis repens,1,8.9,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Brachiaria brizantha,1,12,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Cymbopogon nardus,1,11.6,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Heteropogon contortus,5,11.9,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Panicum maximum,1,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Digitaria erianthra,4,4.6,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Heteropogon contortus,3,5.8,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Enteropogon macrostachyus,2,7.7,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Pogonarthria squarrosa ,2,7.3,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Eragrostis gummiflua,2,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Aristida diffusa,1,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Panicum maximum,1,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Heteropogon contortus,2,6.8,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Setaria incressata,4,6.4,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Aristida adscensionis,2,5.9,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Brachiaria nigropedata,3,6.3,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Pogonarthria squarrosa ,1,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Enteropogon macrostachyus,2,,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Enteropogon macrostachyus,4,4.1,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Panicum maximum,3,15.3,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Aristida adscensionis,3,17.8,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Heteropogon contortus,2,13.9,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Setaria incressata,2,6,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Aristida diffusa,1,5.1,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Enteropogon macrostachyus,2,4.6,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Aristida adscensionis,1,4.6,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Eragrostis gummiflua,2,,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Eragrostis viscosa,2,2.8,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Aristida adscensionis,5,7.1,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Heteropogon contortus,1,7.3,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Eragrostis cylindriflora,1,7.6,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Panicum maximum,1,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Heteropogon contortus,3,34.5,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Setaria incressata,1,21,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Eragrostis viscosa,6,15.4,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Aristida diffusa,3,12.8,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Aristida adscensionis,4,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Diheteropogon anplactence,1,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Eragrostis gummiflua,2,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Enteropogon macrostachyus,2,,Unfenced,TFB,
10/04/2025,D,3,Z3,2,Brachiaria serrata,11,9.8,Fenced,TF,
10/04/2025,D,3,Z3,2,Eragrostis rigidior,5,9.7,Fenced,TF,
10/04/2025,D,3,Z3,2,Aristida adscensionis,8,9.5,Fenced,TF,
10/04/2025,D,3,Z3,2,Setaria incressata,2,9.2,Fenced,TF,
10/04/2025,D,3,Z3,2,Heteropogon contortus,2,,Fenced,TF,
10/04/2025,D,3,Z3,3,Heteropogon contortus,4,14.9,Fenced,TF,
10/04/2025,D,3,Z3,3,Enteropogon macrostachyus,4,14.8,Fenced,TF,
10/04/2025,D,3,Z3,3,Eragrostis cylindriflora,2,14.4,Fenced,TF,
10/04/2025,D,3,Z3,3,Panicum maximum,3,15.6,Fenced,TF,
10/04/2025,D,3,Z3,3,Diheteropogon anplactence,3,,Fenced,TF,
10/04/2025,D,3,Z3,3,Eragrostis viscosa,4,,Fenced,TF,
10/04/2025,D,3,Z3,4,Eragrostis cylindriflora,6,12.8,Fenced,TF,
10/04/2025,D,3,Z3,4,Enteropogon macrostachyus,4,8.6,Fenced,TF,
10/04/2025,D,3,Z3,4,Heteropogon contortus,3,10.8,Fenced,TF,
10/04/2025,D,3,Z3,4,,,9.4,Fenced,TF,
10/04/2025,D,3,Z3,5,Brachiaria serrata,5,14.2,Fenced,TF,
10/04/2025,D,3,Z3,5,Setaria incressata,6,16.1,Fenced,TF,
10/04/2025,D,3,Z3,5,Aristida adscensionis,4,15.9,Fenced,TF,
10/04/2025,D,3,Z3,5,Eragrostis cylindriflora,3,15.7,Fenced,TF,
10/04/2025,D,3,Z3,5,Heteropogon contortus,4,,Fenced,TF,
10/04/2025,D,3,Z3,5,Enteropogon macrostachyus,3,,Fenced,TF,
10/04/2025,D,3,Z3,5,Brachiaria nigropedata,3,,Fenced,TF,
10/04/2025,D,3,Z3,1,Brachiaria serrata,10,4.3,Fenced,TF,
10/04/2025,D,3,Z3,1,Miscanthus junceus,8,4,Fenced,TF,
10/04/2025,D,3,Z3,1,Setaria incressata,4,3.8,Fenced,TF,
10/04/2025,D,3,Z3,1,,,4.2,Fenced,TF,
10/04/2025,D,3,Z1,2,Miscanthus junceus,5,5.6,Fenced,TF,
10/04/2025,D,3,Z1,2,Brachiaria serrata,6,5.1,Fenced,TF,
10/04/2025,D,3,Z1,2,Eragrostis gummiflua,22,6.8,Fenced,TF,
10/04/2025,D,3,Z1,2,Chloris virgata,1,9.1,Fenced,TF,
10/04/2025,D,3,Z1,2,Eragrostis cylindriflora,1,,Fenced,TF,
10/04/2025,D,3,Z1,2,Aristida adscensionis,2,,Fenced,TF,
10/04/2025,D,3,Z1,1,Brachiaria serrata,21,25.6,Fenced,TF,
10/04/2025,D,3,Z1,1,Heteropogon contortus,5,26.8,Fenced,TF,
10/04/2025,D,3,Z1,1,Chloris virgata,2,19.2,Fenced,TF,
10/04/2025,D,3,Z1,1,Setaria incressata,3,14.5,Fenced,TF,
